School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Eastern Illinois,2005-2006,27,6,21,0.222,-14.55,-5.85,,5,15,,3,9,,3,12,,1599,1834,,,,0.278,0.267,0.504,48.9,60.5,,4.8,0.469,20.3,,0.204
Eastern Kentucky,2005-2006,30,14,16,0.467,-8.80,-4.97,,11,9,,8,6,,5,8,,2105,2174,,,,0.335,0.386,0.562,46.9,54.1,,3.9,0.537,17.4,,0.230
Eastern Michigan,2005-2006,28,7,21,0.250,-7.32,-1.43,,3,15,,4,9,,3,12,,1835,2016,,,,0.412,0.359,0.551,49.9,57.9,,3.4,0.511,22.6,,0.294
Eastern Washington,2005-2006,30,15,15,0.500,-0.84,-0.02,,9,5,,10,2,,5,9,,2223,2221,,,,0.415,0.277,0.567,50.3,59.9,,7.5,0.537,19.6,,0.283
Elon,2005-2006,29,15,14,0.517,-7.48,-3.45,,10,4,,10,4,,4,9,,1946,1977,,,,0.388,0.359,0.525,51.3,58.5,,5.1,0.489,19.5,,0.265
Evansville,2005-2006,29,10,19,0.345,-2.08,3.54,,5,13,,7,7,,2,11,,1895,2058,,,,0.389,0.384,0.527,48.0,59.1,,4.7,0.484,21.1,,0.281
Fairfield,2005-2006,28,9,19,0.321,-6.23,-0.05,,7,11,,4,8,,4,10,,2018,2191,,,,0.303,0.370,0.532,46.5,51.2,,4.4,0.495,14.6,,0.227
FDU,2005-2006,32,20,12,0.625,-3.15,-5.28,,14,4,,11,3,,8,8,,2377,2265,,,,0.347,0.307,0.535,49.0,58.1,,10.2,0.511,17.4,,0.224
Florida NCAA,2005-2006,39,33,6,0.846,20.21,5.49,,10,6,,16,2,,6,4,,3052,2478,,,,0.407,0.348,0.603,52.7,61.3,,9.1,0.569,18.2,,0.302
Florida A&M,2005-2006,31,14,17,0.452,-13.56,-8.06,,10,8,,7,4,,6,11,,2072,2230,,,,0.438,0.274,0.523,50.7,44.7,,2.8,0.479,22.0,,0.305
Florida Atlantic,2005-2006,28,15,13,0.536,-9.68,-8.43,,14,6,,10,2,,5,8,,2055,2037,,,,0.322,0.344,0.567,50.5,59.1,,3.6,0.543,18.9,,0.221
Florida International,2005-2006,28,8,20,0.286,-9.49,-0.07,,4,10,,6,7,,2,12,,1727,1940,,,,0.397,0.330,0.491,48.9,55.1,,6.3,0.465,22.3,,0.239
Florida State,2005-2006,30,20,10,0.667,12.36,4.86,,9,7,,14,3,,4,7,,2302,2077,,,,0.428,0.291,0.569,51.3,50.7,,4.3,0.534,19.2,,0.301
Fordham,2005-2006,32,16,16,0.500,1.58,1.24,,9,7,,8,4,,5,10,,2168,2157,,,,0.365,0.371,0.529,48.9,57.4,,6.6,0.496,16.6,,0.250
Fresno State,2005-2006,28,15,13,0.536,1.73,1.59,,8,8,,12,2,,3,10,,2067,2063,,,,0.327,0.440,0.522,46.8,56.1,,6.5,0.487,16.0,,0.232
Furman,2005-2006,28,15,13,0.536,-7.56,-6.38,,8,7,,11,3,,4,10,,2021,1921,,,,0.322,0.404,0.568,50.5,61.2,,4.6,0.538,18.4,,0.233
Gardner-Webb,2005-2006,29,17,12,0.586,-10.55,-6.71,,13,7,,6,4,,11,7,,2002,2073,,,,0.279,0.363,0.551,50.3,58.2,,5.9,0.518,20.5,,0.212
George Mason NCAA,2005-2006,35,27,8,0.771,12.11,2.77,,15,3,,12,1,,8,5,,2429,2102,,,,0.347,0.311,0.560,51.5,56.5,,6.3,0.537,17.1,,0.230
George Washington NCAA,2005-2006,30,27,3,0.900,9.63,-0.33,,16,0,,15,0,,10,1,,2360,2026,,,,0.416,0.282,0.543,52.4,60.5,,8.0,0.516,16.2,,0.269
Georgetown NCAA,2005-2006,33,23,10,0.697,13.98,6.92,,10,6,,11,2,,7,6,,2177,1944,,,,0.320,0.373,0.562,53.1,65.3,,7.0,0.534,16.4,,0.226
Georgia,2005-2006,30,15,15,0.500,5.05,5.65,,5,11,,9,5,,3,7,,2110,2128,,,,0.304,0.342,0.514,48.6,48.8,,8.0,0.489,18.4,,0.198
Georgia Southern,2005-2006,30,20,10,0.667,-3.12,-5.80,,11,4,,12,1,,7,7,,2325,2180,,,,0.326,0.285,0.542,48.9,54.2,,6.7,0.513,17.9,,0.226
Georgia State,2005-2006,29,7,22,0.241,-5.62,0.59,,3,15,,3,8,,3,11,,1888,2068,,,,0.346,0.337,0.504,46.9,52.7,,6.6,0.473,17.9,,0.228
Georgia Tech,2005-2006,28,11,17,0.393,5.45,5.70,,4,12,,10,5,,1,11,,2012,2019,,,,0.354,0.248,0.535,53.2,55.6,,7.5,0.507,21.0,,0.236
Gonzaga NCAA,2005-2006,33,29,4,0.879,12.32,5.02,,14,0,,17,0,,8,2,,2643,2402,,,,0.454,0.266,0.579,52.5,51.2,,4.7,0.526,16.0,,0.355
Grambling,2005-2006,27,14,13,0.519,-14.42,-10.58,,11,7,,7,4,,6,8,,1828,1875,,,,0.312,0.278,0.493,50.6,43.6,,3.3,0.463,18.7,,0.208
Green Bay,2005-2006,31,15,16,0.484,-3.72,0.11,,8,8,,11,4,,2,10,,2068,2126,,,,0.322,0.319,0.531,50.5,48.8,,3.8,0.494,17.1,,0.236
Hampton NCAA,2005-2006,32,16,16,0.500,-10.17,-12.56,,10,8,,7,7,,5,8,,2120,2047,,,,0.368,0.305,0.490,53.0,51.2,,5.9,0.462,19.3,,0.228
Hartford,2005-2006,28,13,15,0.464,-7.15,-6.61,,9,7,,7,6,,6,8,,1890,1897,,,,0.343,0.313,0.513,54.4,49.5,,4.9,0.488,19.6,,0.218
Harvard,2005-2006,27,13,14,0.481,-7.33,-5.40,,5,9,,7,6,,6,8,,1807,1844,,,,0.417,0.313,0.514,51.3,51.4,,7.4,0.461,20.6,,0.311
Hawaii,2005-2006,28,17,11,0.607,5.50,2.29,,10,6,,14,3,,3,7,,1893,1803,,,,0.347,0.289,0.530,49.9,58.9,,10.3,0.508,17.4,,0.220
High Point,2005-2006,29,16,13,0.552,-8.24,-6.40,,8,8,,9,2,,6,10,,2187,2109,,,,0.348,0.331,0.547,48.7,53.9,,6.6,0.520,18.9,,0.236
Hofstra,2005-2006,33,26,7,0.788,6.66,0.93,,14,4,,15,1,,10,5,,2405,2216,,,,0.358,0.315,0.540,51.5,51.0,,8.3,0.516,16.7,,0.232
Holy Cross,2005-2006,32,20,12,0.625,2.21,-3.70,,11,3,,11,3,,7,7,,2124,1935,,,,0.400,0.326,0.527,52.9,62.4,,6.8,0.484,19.8,,0.287
Houston,2005-2006,31,21,10,0.677,7.33,1.97,,9,5,,13,2,,7,8,,2245,2015,,,,0.331,0.448,0.508,45.9,58.0,,7.8,0.482,15.5,,0.213
Howard,2005-2006,29,7,22,0.241,-16.10,-10.37,,5,13,,4,5,,1,13,,1883,2049,,,,0.344,0.338,0.522,46.2,51.2,,4.9,0.478,20.8,,0.258
Idaho,2005-2006,29,4,25,0.138,-10.34,3.28,,1,15,,4,10,,0,15,,1752,2089,,,,0.284,0.320,0.488,46.4,43.7,,2.5,0.460,17.7,,0.186
Idaho State,2005-2006,27,13,14,0.481,-4.49,-1.22,,4,10,,8,5,,5,7,,2125,2091,,,,0.422,0.323,0.561,51.2,55.7,,10.5,0.520,18.7,,0.308
Illinois NCAA,2005-2006,33,26,7,0.788,17.20,6.29,,11,5,,15,1,,5,4,,2311,1937,,,,0.314,0.360,0.543,54.5,59.0,,4.8,0.523,16.0,,0.202
Illinois State,2005-2006,28,9,19,0.321,-0.15,3.71,,4,14,,9,6,,0,12,,1554,1654,,,,0.269,0.374,0.485,48.8,61.9,,9.2,0.465,22.0,,0.164
Illinois-Chicago,2005-2006,31,16,15,0.516,-1.48,-0.18,,8,8,,8,6,,6,7,,2130,2170,,,,0.383,0.232,0.518,52.7,52.5,,6.6,0.481,17.2,,0.263
Indiana NCAA,2005-2006,31,19,12,0.613,12.10,7.36,,9,7,,10,3,,5,7,,2231,2084,,,,0.302,0.404,0.564,50.8,58.5,,4.2,0.540,18.4,,0.209
Indiana State,2005-2006,29,13,16,0.448,-1.06,4.19,,4,14,,8,7,,4,8,,1864,1987,,,,0.330,0.307,0.509,46.5,60.5,,4.8,0.474,17.3,,0.229
Iona NCAA,2005-2006,31,23,8,0.742,6.86,-0.78,,13,5,,7,4,,11,2,,2475,2238,,,,0.408,0.266,0.565,51.7,54.6,,7.0,0.534,17.6,,0.282
Iowa NCAA,2005-2006,34,25,9,0.735,14.18,6.80,,11,5,,17,0,,4,7,,2254,2003,,,,0.390,0.315,0.525,52.4,64.3,,8.7,0.484,19.1,,0.277
Iowa State,2005-2006,30,16,14,0.533,9.44,7.30,,6,10,,10,6,,3,6,,2320,2239,,,,0.285,0.305,0.531,47.4,57.1,,4.6,0.503,15.2,,0.199
IU Indy,2005-2006,29,19,10,0.655,-3.02,-5.13,,13,3,,11,1,,6,7,,2024,1935,,,,0.404,0.396,0.549,49.4,53.9,,4.9,0.504,15.3,,0.301
Jackson State,2005-2006,32,15,17,0.469,-11.13,-8.84,,10,8,,9,2,,4,13,,2294,2356,,,,0.363,0.272,0.504,45.6,44.4,,7.4,0.463,17.6,,0.256
Jacksonville,2005-2006,27,1,26,0.037,-19.60,-5.73,,1,19,,1,11,,0,15,,1983,2325,,,,0.356,0.300,0.521,47.8,53.9,,6.0,0.487,20.9,,0.244
Jacksonville State,2005-2006,29,16,13,0.552,-5.82,-5.82,,12,8,,10,5,,6,6,,2220,2193,,,,0.376,0.344,0.562,48.8,51.3,,6.0,0.532,17.2,,0.261
James Madison,2005-2006,28,5,23,0.179,-12.74,0.93,,2,16,,3,11,,1,11,,1803,2176,,,,0.330,0.308,0.481,50.7,55.3,,3.8,0.454,19.6,,0.204
Kansas NCAA,2005-2006,33,25,8,0.758,20.02,7.60,,13,3,,14,2,,6,2,,2480,2024,,,,0.349,0.280,0.553,53.6,64.6,,9.8,0.528,18.7,,0.235
Kansas City,2005-2006,28,14,14,0.500,-9.52,-4.87,,11,5,,9,4,,5,9,,1974,2091,,,,0.333,0.367,0.530,45.6,47.6,,5.1,0.493,15.4,,0.241
Kansas State,2005-2006,28,15,13,0.536,8.96,6.35,,6,10,,13,4,,2,8,,1911,1788,,,,0.387,0.219,0.525,52.9,66.2,,6.1,0.484,18.7,,0.275
Kennesaw State,2005-2006,29,12,17,0.414,,,,10,10,,4,5,,5,7,,2039,2189,,70.0,99.5,0.359,0.399,0.506,44.8,54.1,13.2,6.2,0.469,16.5,32.9,0.248
Kent State NCAA,2005-2006,34,25,9,0.735,6.27,0.00,,15,3,,12,2,,8,5,,2458,2239,,,,0.395,0.350,0.548,52.0,53.6,,4.8,0.510,16.8,,0.282
Kentucky NCAA,2005-2006,35,22,13,0.629,13.12,8.88,,9,7,,10,5,,5,4,,2477,2316,,,,0.298,0.375,0.537,52.1,54.8,,5.4,0.513,16.8,,0.201
La Salle,2005-2006,28,18,10,0.643,4.11,0.25,,10,6,,10,3,,7,6,,1941,1833,,,,0.334,0.348,0.540,51.3,55.3,,5.7,0.505,17.8,,0.241
Lafayette,2005-2006,28,11,17,0.393,-11.65,-4.30,,5,9,,7,6,,4,10,,1860,2025,,,,0.349,0.434,0.532,46.0,58.3,,4.9,0.491,20.8,,0.258
Lamar,2005-2006,31,17,14,0.548,-3.41,-4.88,,9,7,,9,5,,7,6,,2487,2378,,,,0.390,0.322,0.536,48.7,55.7,,8.0,0.509,16.1,,0.253
Lehigh,2005-2006,31,19,12,0.613,-4.00,-4.96,,11,3,,11,3,,6,7,,1925,1868,,,,0.381,0.339,0.512,50.8,59.8,,5.4,0.475,19.5,,0.260
Liberty,2005-2006,30,7,23,0.233,-17.86,-4.42,,3,13,,6,7,,1,14,,1915,2173,,,,0.352,0.287,0.494,47.2,45.4,,6.0,0.460,18.6,,0.234
Lipscomb,2005-2006,32,21,11,0.656,-4.81,-8.78,,15,5,,11,1,,6,9,,2329,2157,,,,0.344,0.366,0.547,52.4,52.8,,4.9,0.510,18.6,,0.253
Little Rock,2005-2006,29,14,15,0.483,-4.67,-3.14,,5,9,,9,6,,3,7,,1861,1899,,,,0.440,0.254,0.499,52.7,64.8,,5.1,0.454,19.4,,0.300
Long Beach State,2005-2006,30,18,12,0.600,-0.77,-1.66,,9,5,,9,4,,7,7,,2498,2384,,,,0.363,0.375,0.554,47.7,46.5,,5.3,0.522,16.4,,0.255
Long Island University,2005-2006,28,12,16,0.429,-10.44,-6.75,,9,9,,8,4,,4,10,,1931,2003,,,,0.334,0.411,0.519,47.6,54.4,,4.3,0.488,18.1,,0.228
Longwood,2005-2006,30,10,20,0.333,,,,,,,6,3,,1,13,,2194,2357,,73.9,98.1,0.383,0.283,0.512,50.1,58.6,10.0,7.0,0.477,18.7,35.7,0.256
Louisiana,2005-2006,29,13,16,0.448,-1.31,0.59,,7,8,,8,3,,4,12,,1936,1991,,,,0.392,0.364,0.524,50.0,59.9,,9.5,0.496,21.1,,0.253
Louisiana State NCAA,2005-2006,36,27,9,0.750,17.54,8.77,,14,2,,14,2,,7,4,,2633,2299,,,,0.376,0.217,0.534,55.4,56.3,,11.0,0.500,18.4,,0.259
Louisiana Tech,2005-2006,33,20,13,0.606,4.32,2.55,,11,5,,10,2,,7,9,,2182,2083,,,,0.325,0.267,0.485,53.9,58.1,,7.2,0.457,18.3,,0.206
Louisiana-Monroe,2005-2006,28,10,18,0.357,-10.47,-1.11,,6,10,,8,5,,2,12,,1821,1983,,,,0.334,0.391,0.502,48.2,48.9,,3.4,0.470,20.1,,0.224
Louisville,2005-2006,34,21,13,0.618,11.26,6.50,,6,10,,19,3,,1,8,,2376,2196,,,,0.350,0.413,0.535,50.7,64.2,,6.0,0.500,16.8,,0.247
Loyola (IL),2005-2006,30,19,11,0.633,-0.12,-1.08,,8,8,,13,3,,5,8,,2152,2095,,,,0.354,0.302,0.550,51.3,49.2,,7.1,0.510,16.4,,0.267
Loyola (MD),2005-2006,28,15,13,0.536,-4.14,-2.85,,8,10,,8,4,,7,8,,2152,2188,,,,0.315,0.366,0.548,51.6,50.7,,4.2,0.521,18.1,,0.217
Loyola Marymount,2005-2006,30,12,18,0.400,1.16,3.68,,8,6,,7,5,,4,11,,2178,2238,,,,0.388,0.236,0.500,49.9,60.5,,5.6,0.459,17.7,,0.266
Maine,2005-2006,28,12,16,0.429,-13.21,-6.75,,7,9,,7,4,,3,11,,1812,1906,,,,0.320,0.399,0.520,48.0,53.6,,7.4,0.485,19.6,,0.226
Manhattan,2005-2006,31,20,11,0.645,0.87,0.00,,14,4,,11,3,,8,7,,2380,2338,,,,0.404,0.319,0.545,48.0,48.7,,9.6,0.511,15.5,,0.277
Marist,2005-2006,29,19,10,0.655,2.20,-2.25,,12,6,,8,4,,10,5,,2230,2101,,,,0.360,0.409,0.590,51.1,57.7,,4.5,0.569,17.0,,0.246
Marquette NCAA,2005-2006,31,20,11,0.645,11.33,8.16,,10,6,,14,2,,3,7,,2325,2150,,,,0.301,0.364,0.558,49.9,58.1,,5.1,0.527,18.0,,0.221
Marshall,2005-2006,28,12,16,0.429,-5.05,-1.56,,5,9,,7,6,,3,8,,1845,1936,,,,0.360,0.377,0.499,50.7,58.8,,4.5,0.463,19.7,,0.243
Maryland,2005-2006,32,19,13,0.594,10.73,6.73,,8,8,,14,3,,2,7,,2505,2352,,,,0.421,0.213,0.535,52.3,58.5,,9.9,0.488,18.4,,0.307
Maryland-Baltimore County,2005-2006,29,10,19,0.345,-8.44,-5.24,,5,11,,8,4,,1,13,,1940,2033,,,,0.332,0.330,0.513,48.8,57.0,,4.5,0.488,17.4,,0.212
Maryland-Eastern Shore,2005-2006,29,7,22,0.241,-20.45,-10.16,,4,14,,3,7,,3,14,,1882,2167,,,,0.361,0.304,0.473,47.1,50.1,,5.0,0.448,20.0,,0.211
Massachusetts,2005-2006,28,13,15,0.464,3.74,2.63,,8,8,,10,2,,2,12,,1816,1785,,,,0.391,0.335,0.519,53.5,57.8,,12.8,0.489,21.4,,0.251
McNeese State,2005-2006,28,14,14,0.500,-6.64,-3.64,,9,7,,9,3,,5,11,,2015,2029,,,,0.380,0.278,0.507,51.3,46.4,,5.5,0.468,19.1,,0.261
Memphis NCAA,2005-2006,37,33,4,0.892,18.81,4.24,,13,1,,19,1,,10,1,,2961,2422,,,,0.394,0.342,0.544,54.4,54.7,,11.2,0.512,17.5,,0.269
Mercer,2005-2006,28,9,19,0.321,-18.91,-10.12,,7,13,,4,7,,5,9,,2058,2256,,,,0.322,0.307,0.523,49.0,44.1,,4.4,0.493,17.5,,0.221
Miami (FL),2005-2006,34,18,16,0.529,9.79,7.00,,7,9,,11,5,,4,8,,2308,2213,,,,0.333,0.330,0.526,51.7,48.4,,7.7,0.493,16.1,,0.232
Miami (OH),2005-2006,29,18,11,0.621,3.88,1.15,,14,4,,11,2,,7,8,,1822,1743,,,,0.322,0.353,0.555,51.5,54.3,,5.4,0.521,19.0,,0.237
Michigan,2005-2006,33,22,11,0.667,12.19,7.04,,8,8,,16,3,,5,6,,2367,2197,,,,0.352,0.332,0.578,53.4,58.0,,7.3,0.542,19.5,,0.265
Michigan State NCAA,2005-2006,34,22,12,0.647,12.24,7.27,,8,8,,12,2,,3,7,,2520,2334,,,,0.362,0.287,0.572,53.9,63.3,,5.3,0.531,17.8,,0.279
Middle Tennessee,2005-2006,28,16,12,0.571,-1.70,-1.17,,8,6,,9,4,,6,8,,1977,1940,,,,0.390,0.355,0.538,51.7,54.3,,4.2,0.499,17.7,,0.277
Milwaukee NCAA,2005-2006,31,22,9,0.710,7.65,1.47,,12,4,,13,2,,8,6,,2294,2061,,,,0.392,0.332,0.528,54.1,48.8,,5.4,0.491,16.2,,0.271
Minnesota,2005-2006,31,16,15,0.516,7.67,7.29,,5,11,,13,5,,2,9,,2046,2003,,,,0.368,0.264,0.513,51.6,59.6,,6.5,0.480,18.3,,0.245
Mississippi,2005-2006,30,14,16,0.467,1.68,4.35,,4,12,,11,6,,1,9,,1951,2031,,,,0.343,0.340,0.519,50.4,57.1,,5.3,0.495,20.1,,0.216
Mississippi State,2005-2006,30,15,15,0.500,5.16,5.66,,5,11,,11,5,,1,8,,2043,2058,,,,0.357,0.316,0.519,52.9,44.1,,7.6,0.494,20.9,,0.226
Mississippi Valley State,2005-2006,28,9,19,0.321,-17.46,-8.99,,9,9,,5,4,,4,9,,1713,1957,,,,0.348,0.286,0.497,50.1,49.9,,3.8,0.474,20.0,,0.212
Missouri,2005-2006,28,12,16,0.429,1.99,6.13,,5,11,,11,5,,1,9,,1856,1972,,,,0.363,0.331,0.513,49.4,51.1,,4.0,0.484,19.6,,0.236
Missouri State,2005-2006,31,22,9,0.710,12.99,5.19,,12,6,,14,2,,8,6,,2301,2059,,,,0.386,0.290,0.550,52.0,57.4,,8.7,0.507,17.5,,0.288
Monmouth NCAA,2005-2006,34,19,15,0.559,-2.99,-4.05,,12,6,,8,4,,9,8,,2191,2155,,,,0.334,0.361,0.530,47.0,63.8,,6.4,0.502,19.8,,0.224
Montana NCAA,2005-2006,31,24,7,0.774,4.86,-0.96,,10,4,,13,1,,8,5,,2449,2202,,,,0.367,0.331,0.586,52.4,64.5,,5.4,0.556,17.1,,0.263
Montana State,2005-2006,30,15,15,0.500,-4.59,-2.17,,7,7,,12,4,,3,8,,2195,2211,,,,0.351,0.388,0.559,49.2,59.9,,6.3,0.540,18.1,,0.226
Morehead State,2005-2006,27,4,23,0.148,-20.31,-5.43,,3,17,,2,10,,2,13,,1679,2026,,,,0.315,0.272,0.506,47.1,57.2,,5.8,0.472,21.5,,0.219
Morgan State,2005-2006,30,4,26,0.133,-27.25,-7.75,,4,14,,2,9,,2,14,,1644,2231,,,,0.314,0.279,0.445,44.6,48.5,,5.8,0.414,23.3,,0.195
Mount St. Mary's,2005-2006,30,13,17,0.433,-7.45,-5.58,,11,7,,7,6,,5,9,,1939,1995,,,,0.342,0.353,0.508,47.4,53.8,,5.1,0.467,17.7,,0.246
Murray State NCAA,2005-2006,31,24,7,0.774,4.16,-5.07,,17,3,,14,1,,8,4,,2203,1901,,,,0.305,0.363,0.536,52.0,60.0,,8.9,0.514,15.8,,0.199
Navy,2005-2006,28,10,18,0.357,-12.60,-6.16,,3,11,,6,8,,3,10,,1899,1996,,,,0.391,0.350,0.511,50.5,54.0,,4.1,0.465,21.5,,0.282
NC State NCAA,2005-2006,32,22,10,0.688,12.70,5.63,,10,6,,15,3,,5,5,,2383,2157,,,,0.398,0.456,0.588,47.8,63.1,,8.1,0.550,17.6,,0.299
Nebraska,2005-2006,33,19,14,0.576,6.31,6.74,,7,9,,14,5,,3,7,,2201,2180,,,,0.423,0.355,0.511,52.4,59.6,,6.7,0.472,19.3,,0.283
Nevada NCAA,2005-2006,33,27,6,0.818,10.16,2.26,,13,3,,17,1,,10,3,,2401,2103,,,,0.359,0.261,0.540,53.0,59.4,,8.3,0.503,16.1,,0.258
Nevada-Las Vegas,2005-2006,30,17,13,0.567,7.51,4.51,,10,6,,12,4,,4,8,,2084,1994,,,,0.301,0.304,0.524,51.6,60.9,,5.9,0.498,18.2,,0.202
New Hampshire,2005-2006,29,12,17,0.414,-10.20,-4.93,,8,8,,7,4,,4,11,,1720,1873,,,,0.334,0.474,0.545,47.0,61.7,,3.8,0.500,20.9,,0.262
New Mexico,2005-2006,30,17,13,0.567,5.18,2.98,,8,8,,15,2,,2,9,,1939,1873,,,,0.361,0.368,0.546,47.8,59.1,,4.4,0.519,17.1,,0.242
New Mexico State,2005-2006,30,16,14,0.533,2.24,2.97,,10,6,,10,4,,4,10,,2106,2095,,,,0.414,0.300,0.544,50.7,45.6,,4.1,0.506,20.2,,0.289
New Orleans,2005-2006,29,10,19,0.345,-6.42,0.21,,6,9,,6,3,,1,13,,1912,2039,,,,0.349,0.315,0.514,48.3,57.7,,5.0,0.485,18.8,,0.228
Niagara,2005-2006,29,11,18,0.379,-3.49,-0.87,,7,11,,6,6,,3,10,,2138,2214,,,,0.396,0.403,0.529,53.8,56.9,,3.9,0.480,17.1,,0.296
Nicholls State,2005-2006,27,9,18,0.333,-14.94,-3.82,,5,11,,6,4,,2,13,,1897,2154,,,,0.326,0.363,0.532,47.4,50.9,,5.2,0.499,20.1,,0.230
NJIT,2005-2006,27,8,19,0.296,,,,,,,,,,,,,1801,1937,,,,0.373,0.349,0.524,,43.4,,,0.493,,,0.248
Norfolk State,2005-2006,31,13,18,0.419,-11.86,-8.63,,10,8,,6,4,,5,10,,1918,2018,,,,0.370,0.239,0.483,53.6,41.5,,5.2,0.455,21.3,,0.228
North Carolina NCAA,2005-2006,31,23,8,0.742,18.48,7.77,,12,4,,14,5,,8,2,,2460,2128,,,,0.405,0.317,0.570,55.6,64.0,,6.7,0.536,19.2,,0.287
North Carolina A&T,2005-2006,29,6,23,0.207,-18.19,-8.62,,6,12,,4,6,,2,16,,1790,2064,,,,0.383,0.372,0.470,45.6,52.2,,4.9,0.442,19.9,,0.227
North Dakota State,2005-2006,28,16,12,0.571,,,,,,,6,1,,2,9,,2027,1857,,67.1,107.5,0.411,0.291,0.564,55.7,56.8,9.0,9.5,0.524,19.9,39.9,0.301
North Florida,2005-2006,28,6,22,0.214,,,,3,17,,3,7,,0,13,,1945,2119,,69.5,99.5,0.363,0.285,0.532,49.1,53.5,9.0,6.4,0.493,20.0,34.9,0.262
North Texas,2005-2006,28,14,14,0.500,-4.08,-1.88,,6,9,,11,4,,3,9,,2144,2077,,,,0.354,0.318,0.523,51.1,46.2,,8.9,0.494,17.9,,0.234
Northeastern,2005-2006,30,19,11,0.633,3.19,-0.30,,12,6,,10,2,,5,8,,2256,2107,,,,0.304,0.379,0.548,48.9,60.2,,12.3,0.516,16.7,,0.224
Northern Arizona,2005-2006,32,21,11,0.656,-1.43,-1.35,,12,2,,13,3,,6,6,,2444,2262,,,,0.403,0.287,0.585,52.9,60.3,,5.2,0.545,20.3,,0.303
Northern Colorado,2005-2006,29,5,24,0.172,,,,,,,3,6,,0,12,,1913,2132,,67.3,98.1,0.369,0.293,0.529,52.0,65.2,7.8,6.1,0.499,21.7,37.8,0.246
Northern Illinois,2005-2006,28,17,11,0.607,2.75,-0.03,,12,6,,10,3,,6,6,,2006,1894,,,,0.385,0.336,0.581,50.6,63.6,,6.7,0.550,18.0,,0.274
Northern Iowa NCAA,2005-2006,33,23,10,0.697,11.55,5.13,,11,7,,12,3,,7,5,,2165,1907,,,,0.366,0.386,0.555,51.1,58.2,,6.9,0.520,17.1,,0.264
Northwestern,2005-2006,29,14,15,0.483,3.89,6.44,,6,10,,9,5,,3,8,,1696,1697,,,,0.295,0.457,0.543,44.5,70.9,,5.2,0.520,18.6,,0.199
Northwestern State NCAA,2005-2006,34,26,8,0.765,4.01,-1.38,,15,1,,14,0,,10,6,,2573,2365,,,,0.393,0.311,0.547,51.2,64.4,,6.0,0.518,18.5,,0.262
Notre Dame,2005-2006,30,16,14,0.533,12.35,6.68,,6,10,,12,5,,4,7,,2291,2121,,,,0.367,0.416,0.568,51.8,60.6,,5.5,0.533,15.3,,0.267
Oakland,2005-2006,29,11,18,0.379,-9.01,-3.71,,6,10,,6,7,,4,9,,2142,2241,,,,0.410,0.344,0.543,53.1,47.7,,3.6,0.508,18.6,,0.280
Ohio,2005-2006,30,19,11,0.633,3.84,-0.50,,10,8,,13,2,,5,7,,2077,1935,,,,0.386,0.388,0.559,50.7,59.4,,4.3,0.527,18.6,,0.268
Ohio State NCAA,2005-2006,32,26,6,0.813,16.08,5.90,,12,4,,16,1,,6,3,,2363,2037,,,,0.338,0.401,0.568,49.5,58.9,,4.7,0.538,15.4,,0.243
Oklahoma NCAA,2005-2006,29,20,9,0.690,11.89,6.79,,11,5,,14,1,,6,5,,1995,1847,,,,0.344,0.306,0.541,56.9,59.1,,6.8,0.506,18.2,,0.245
Oklahoma State,2005-2006,33,17,16,0.515,11.25,6.67,,6,10,,11,5,,3,9,,2322,2171,,,,0.371,0.244,0.562,52.7,58.5,,6.3,0.525,21.6,,0.274
Old Dominion,2005-2006,34,24,10,0.706,7.62,1.45,,13,5,,14,1,,8,6,,2379,2169,,,,0.393,0.348,0.530,52.0,63.8,,5.9,0.488,16.3,,0.282
Oral Roberts NCAA,2005-2006,33,21,12,0.636,3.23,-2.35,,13,3,,10,2,,6,8,,2472,2248,,,,0.391,0.297,0.554,53.4,61.0,,7.5,0.518,17.5,,0.277
Oregon,2005-2006,33,15,18,0.455,10.41,6.85,,7,11,,10,7,,3,9,,2295,2156,,,,0.326,0.370,0.544,52.1,53.4,,5.5,0.517,16.6,,0.222
Oregon State,2005-2006,31,13,18,0.419,1.47,6.31,,5,13,,7,6,,2,10,,2043,2170,,,,0.420,0.293,0.531,48.0,51.6,,8.0,0.490,19.9,,0.292
Pacific NCAA,2005-2006,32,24,8,0.750,6.93,-1.57,,12,2,,11,3,,9,4,,2377,2047,,,,0.339,0.314,0.581,52.8,59.9,,3.7,0.548,17.0,,0.253
Penn State,2005-2006,30,15,15,0.500,4.42,4.98,,6,10,,11,7,,3,7,,2021,2038,,,,0.333,0.316,0.524,50.7,64.3,,3.4,0.495,16.4,,0.223
Pennsylvania NCAA,2005-2006,29,20,9,0.690,6.01,-2.31,,12,2,,12,4,,8,4,,1987,1744,,,,0.345,0.381,0.535,48.6,58.2,,5.4,0.507,17.1,,0.233
Pepperdine,2005-2006,27,7,20,0.259,-3.09,4.02,,3,11,,6,6,,1,13,,1781,1973,,,,0.362,0.246,0.488,47.5,44.0,,5.6,0.450,18.3,,0.245
